order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,cost_price,profit
O00604,21-06-2024,C0208,P0894,Online,Online,2,243.1,0.05,461.89,156.3,149.29
O00605,20-09-2025,C0568,P0766,Online,Online,3,103.05,0.05,293.69,74.95,68.84
O00606,16-06-2024,C0482,P1126,S044,In-Store,1,29.09,0.05,27.64,25.36,2.28
O00607,27-11-2025,C0684,P0770,S045,In-Store,2,221.83,0.05,421.48,110.98,199.52
O00608,13-02-2025,C0098,P0793,Online,Online,1,273.34,0.05,259.67,166.17,93.5
O00609,30-07-2024,C0334,P0579,S046,In-Store,1,137.64,0.2,110.11,74.19,35.92
O00610,08-02-2025,C0546,P0146,Online,In-Store,2,297.56,0,595.12,199.4,196.32
O00611,01-09-2025,C0623,P0364,S023,In-Store,2,125.52,0.1,225.94,98.1,29.74
O00612,03-03-2025,C0001,P0815,S041,In-Store,1,186.83,0.05,177.49,105.96,71.53
O00613,15-06-2024,C0192,P0090,Online,Online,2,242.17,0.2,387.47,154.33,78.81
O00614,25-06-2024,C0393,P0368,S018,In-Store,3,103.79,0.1,280.23,63.19,90.66
O00615,14-08-2025,C0492,P0071,Online,Online,2,171.21,0.2,273.94,121.33,31.28
O00616,08-04-2025,C0407,P1059,S029,In-Store,2,121.32,0,242.64,109.33,23.98
O00617,25-04-2025,C0750,P0207,S025,In-Store,1,176.19,0,176.19,97.87,78.32
O00618,31-05-2024,C0131,P1176,S043,In-Store,1,50.72,0.2,40.58,43.16,-2.58
O00619,28-11-2024,C0669,P0822,S003,In-Store,2,79.83,0.1,143.69,55.27,33.15
O00620,22-04-2025,C0759,P0237,S051,In-Store,2,280.12,0.2,448.19,173.11,101.97
O00621,09-08-2024,C0799,P0969,S054,In-Store,3,171.98,0.1,464.35,90.71,192.22
O00622,20-09-2025,C0183,P0868,S024,In-Store,1,207.53,0,207.53,131.45,76.08
O00623,02-09-2024,C0345,P0047,Online,Online,1,141,0.2,112.8,86.75,26.05
O00624,09-12-2024,C0475,P0576,Online,Online,1,323.53,0.2,258.82,179.67,79.15
O00625,26-07-2024,C0051,P0756,Online,Online,1,338.92,0.1,305.03,181.6,123.43
O00626,21-12-2024,C0785,P0048,S011,In-Store,2,187.5,0.1,337.5,135.6,66.3
O00627,01-03-2025,C0017,P0914,S040,In-Store,1,254.74,0,254.74,196.96,57.78
O00628,29-09-2024,C0365,P0074,S025,In-Store,2,31.65,0.05,60.14,18.64,22.86
O00629,13-03-2025,C0547,P0193,Online,Online,1,62.96,0.05,59.81,32.26,27.55
O00630,26-03-2025,C0441,P0562,S029,In-Store,2,274.7,0.05,521.93,171.65,178.63
O00631,09-10-2025,C0750,P1072,S002,In-Store,1,200.65,0,200.65,138.28,62.37
O00632,08-06-2024,C0039,P0300,S046,In-Store,2,138.12,0,276.24,75.85,124.54
O00633,04-10-2025,C0742,P0161,S040,In-Store,1,351.88,0.1,316.69,186.91,129.78
O00634,06-03-2025,C0022,P0376,S016,In-Store,1,79.72,0,79.72,56,23.72
O00635,18-02-2025,C0443,P0238,S036,In-Store,1,30.72,0.1,27.65,27.46,0.19
O00636,01-03-2025,C0630,P1052,S050,In-Store,3,190.93,0.05,544.15,126.53,164.56
O00637,28-09-2025,C0050,P0766,S013,In-Store,2,103.05,0.2,164.88,74.95,14.98
O00638,03-01-2025,C0705,P0380,Online,Online,2,278.15,0,556.3,152.68,250.94
O00639,05-01-2025,C0185,P0583,Online,Online,3,13.6,0.2,32.64,8.89,5.97
O00640,26-08-2024,C0179,P0848,S017,In-Store,1,198.54,0.1,178.69,170.54,8.15
O00641,26-03-2025,C0572,P0651,Online,Online,3,315.36,0.05,898.78,169.86,389.2
O00642,04-03-2025,C0332,P0452,Online,Online,2,225.95,0.1,406.71,161.79,83.13
O00643,29-01-2025,C0623,P0943,S040,In-Store,1,181.12,0.1,163.01,104.17,58.84
O00644,08-09-2025,C0487,P1142,Online,Online,3,42.19,0.1,113.91,30.88,21.27
O00645,28-04-2024,C0455,P0310,S047,In-Store,1,152.81,0.2,122.25,112.25,10
O00646,19-06-2025,C0714,P0348,S016,In-Store,1,21.8,0.2,17.44,11.16,6.28
O00647,14-02-2025,C0585,P0160,S035,In-Store,1,141.43,0.1,127.29,92.08,35.21
O00648,16-12-2024,C0765,P1084,S018,In-Store,1,249.42,0.1,224.48,184.93,39.55
O00649,28-08-2024,C0478,P0060,Online,Online,1,146.26,0.05,138.95,118.59,20.36
O00650,03-05-2024,C0578,P0883,S048,In-Store,3,76.04,0,228.12,51.01,75.09
O00651,03-08-2024,C0290,P1139,S015,In-Store,1,222.83,0.2,178.26,196.14,-17.88
O00652,07-03-2025,C0134,P0775,S054,In-Store,2,22.99,0,45.98,12.88,20.22
O00653,07-09-2025,C0223,P0432,S036,In-Store,1,95.18,0.1,85.66,49.8,35.86
O00654,12-11-2024,C0162,P0821,S022,In-Store,1,262.98,0.05,249.83,137.91,111.92
O00655,23-02-2025,C0613,P0571,S023,In-Store,2,206.5,0,413,124.75,163.5
O00656,20-08-2025,C0703,P0650,S034,In-Store,1,190.7,0.2,152.56,146.68,5.88
O00657,04-05-2024,C0413,P1013,S018,In-Store,1,325.64,0.2,260.51,185.11,75.4
O00658,10-04-2025,C0181,P0819,Online,Online,1,85.93,0.1,77.34,71.29,6.05
O00659,23-11-2025,C0671,P0352,S006,In-Store,3,289.95,0.2,695.88,191.55,121.23
O00660,21-11-2024,C0428,P0856,S040,In-Store,2,72.18,0,144.36,53.24,37.88
O00661,31-10-2024,C0141,P1030,S038,In-Store,2,115.95,0.2,185.52,100.06,-14.6
O00662,05-01-2025,C0332,P0511,Online,Online,3,189.31,0.2,454.34,120.77,92.03
O00663,14-03-2025,C0379,P0046,S056,In-Store,1,53.96,0.2,43.17,28.38,14.79
O00664,25-07-2025,C0197,P0330,S046,In-Store,2,355.55,0.05,675.54,189.35,296.84
O00665,23-02-2025,C0729,P0409,S018,In-Store,2,263.72,0,527.44,161.91,203.62
O00666,09-09-2025,C0211,P1182,S015,In-Store,2,275.08,0.2,440.13,167.92,104.29
O00667,26-11-2025,C0515,P0362,S032,In-Store,3,149.41,0,448.23,85.59,191.46
O00668,22-05-2025,C0339,P0326,Online,Online,20,134.39,0,2687.8,95.57,776.4
O00669,07-03-2025,C0033,P0832,S030,In-Store,2,149.77,0.2,239.63,102.98,33.67
O00670,19-11-2025,C0427,P0532,Online,In-Store,1,49.14,0,49.14,28.29,20.85
O00671,28-04-2024,C0621,P1093,S028,In-Store,1,143.78,0.2,115.02,98.24,16.78
O00672,12-08-2024,C0061,P0599,S053,In-Store,1,131.38,0,131.38,67.15,64.23
O00673,27-03-2025,C0733,P1047,S028,In-Store,2,126.31,0.2,202.1,79.41,43.28
O00674,10-12-2024,C0106,P0298,S048,In-Store,1,24.97,0,24.97,13.26,11.71
O00675,17-12-2025,C0375,P0845,S009,In-Store,4,265.78,0.05,1009.96,195.98,226.04
O00676,18-05-2025,C0215,P0541,Online,Online,3,102.78,0,308.34,53.41,148.11
O00677,15-08-2024,C0726,P1006,S048,In-Store,2,262.46,0.1,472.43,194.07,84.29
O00678,04-08-2024,C0705,P0910,S028,In-Store,2,231.06,0.1,415.91,166.1,83.71
O00679,02-10-2025,C0608,P0073,S009,In-Store,1,10.3,0.1,9.27,5.33,3.94
O00680,27-09-2025,C0379,P1154,S018,In-Store,1,111.2,0.1,100.08,72.32,27.76
O00681,28-05-2024,C0162,P1162,S030,In-Store,2,199.19,0.2,318.7,117.85,83
O00682,03-12-2025,C0158,P0263,Online,Online,2,291.33,0.1,524.39,175.9,172.59
O00683,24-03-2025,C0263,P0466,Online,Online,1,135.41,0.05,128.64,99.14,29.5
O00684,03-10-2025,C0151,P1196,Online,Online,2,103.64,0.1,186.55,61.87,62.81
O00685,26-06-2024,C0763,P1058,S039,In-Store,1,219.39,0.05,208.42,138.39,70.03
O00686,29-12-2024,C0659,P0319,S032,In-Store,1,225.29,0.1,202.76,169.96,32.8
O00687,19-02-2025,C0387,P0993,S055,In-Store,1,170.79,0.2,136.63,99.31,37.32
O00688,22-08-2024,C0388,P0029,S004,In-Store,1,37.24,0.1,33.52,28.6,4.92
O00689,31-03-2025,C0211,P0459,Online,Online,3,44.11,0,132.33,32.14,35.91
O00690,04-03-2025,C0365,P1021,S058,In-Store,2,176.65,0,353.3,110.79,131.72
O00691,29-10-2024,C0596,P1073,S047,In-Store,1,14.14,0.05,13.43,7.31,6.12
O00692,28-11-2025,C0033,P0816,S017,In-Store,2,235.03,0.1,423.05,146.6,129.85
O00693,08-05-2024,C0277,P1133,Online,In-Store,1,53.96,0,53.96,44.43,9.53
O00694,19-02-2025,C0057,P0914,S015,In-Store,3,254.74,0.05,726.01,196.96,135.13
O00695,07-05-2024,C0757,P0374,S041,In-Store,1,190.53,0.05,181,98.1,82.9
O00696,20-12-2024,C0734,P0934,Online,Online,1,285.28,0.1,256.75,152.76,103.99
O00697,26-10-2025,C0093,P0389,S058,In-Store,3,277.24,0,831.72,154.95,366.87
O00698,04-05-2025,C0135,P1070,S013,In-Store,1,20.86,0.05,19.82,15.59,4.23
O00699,13-10-2025,C0779,P1190,S006,In-Store,1,305.51,0,305.51,181.82,123.69
O00700,26-09-2025,C0649,P0149,Online,Online,1,29.42,0,29.42,22.17,7.25
O00701,20-05-2024,C0487,P0404,Online,Online,3,233.86,0.05,666.5,170.62,154.64
O00702,28-06-2024,C0307,P1165,Online,Online,1,111.55,0.2,89.24,73.86,15.38
O00703,09-11-2024,C0114,P0906,S012,In-Store,1,269.33,0.2,215.46,150.49,64.97
O00704,20-11-2024,C0257,P0833,S031,In-Store,1,213.73,0.05,203.04,141.16,61.88
O00705,28-12-2024,C0494,P1053,Online,Online,2,94.13,0.1,169.43,74.28,20.87
O00706,21-12-2025,C0544,P0509,S043,In-Store,3,222.66,0.1,601.18,126.99,220.21
O00707,21-04-2025,C0114,P0373,S020,In-Store,1,124.26,0.2,99.41,105.48,-6.07
O00708,22-03-2025,C0183,P0134,S043,In-Store,1,249.13,0.1,224.22,182.16,42.06
O00709,12-09-2024,C0453,P0701,S034,In-Store,3,94.74,0.05,270.01,83.67,19
O00710,12-01-2025,C0111,P0474,Online,Online,1,140.16,0.1,126.14,80.82,45.32
O00711,08-05-2024,C0543,P0966,Online,Online,1,159.24,0.1,143.32,81.86,61.46
O00712,04-10-2024,C0215,P1169,S020,In-Store,2,50.9,0.05,96.71,33.85,29.01
O00713,12-10-2025,C0405,P0351,S039,In-Store,2,170.33,0.05,323.63,106.14,111.35
O00714,25-05-2024,C0528,P0970,S050,In-Store,1,144.34,0.2,115.47,87.38,28.09
O00715,05-05-2024,C0275,P0468,S030,In-Store,2,146.22,0.1,263.2,97.85,67.5
O00716,01-05-2024,C0313,P0683,S053,In-Store,1,27.06,0.1,24.35,14.77,9.58
O00717,05-05-2025,C0435,P1153,S026,In-Store,1,152.8,0,152.8,103.2,49.6
O00718,10-08-2024,C0413,P0113,S022,In-Store,2,238,0.05,452.2,128.94,194.32
O00719,03-08-2025,C0785,P0561,Online,Online,1,182.85,0.05,173.71,137.05,36.66
O00720,31-10-2025,C0733,P0524,Online,Online,2,301.16,0.1,542.09,153.73,234.63
O00721,14-06-2024,C0437,P0783,S035,In-Store,2,59.11,0.05,112.31,41.45,29.41
O00722,16-02-2025,C0632,P1030,S017,In-Store,1,115.95,0,115.95,100.06,15.89
O00723,08-10-2025,C0164,P0666,S017,In-Store,2,78.53,0.2,125.65,65.86,-6.07
O00724,26-07-2024,C0047,P0798,S058,In-Store,1,97.75,0.2,78.2,54.63,23.57
O00725,18-07-2025,C0621,P0410,S006,In-Store,1,244.31,0,244.31,174.55,69.76
O00726,20-06-2024,C0282,P1101,S059,In-Store,2,27.41,0.1,49.34,17.28,14.78
O00727,06-08-2025,C0137,P0151,S049,In-Store,2,176.17,0.2,281.87,106.1,69.67
O00728,10-10-2024,C0154,P0595,Online,Online,1,277.06,0.05,263.21,158.47,104.74
O00729,11-11-2025,C0448,P0502,S034,In-Store,2,256.28,0.1,461.3,165.85,129.6
O00730,27-06-2025,C0298,P0044,Online,Online,2,22.6,0,45.2,14.78,15.64
O00731,12-04-2025,C0716,P0642,S023,In-Store,1,258.83,0.2,207.06,171.06,36
O00732,21-08-2024,C0219,P0377,S014,In-Store,3,119.09,0.2,285.82,95.75,-1.43
O00733,07-06-2024,C0203,P0530,Online,Online,1,274.32,0,274.32,147.34,126.98
O00734,05-09-2024,C0657,P0841,S051,In-Store,2,101.01,0.2,161.62,53.94,53.74
O00735,03-06-2024,C0541,P0123,S032,In-Store,3,159.16,0.1,429.73,112.93,90.94
O00736,17-01-2025,C0447,P0065,S055,In-Store,1,103.15,0.1,92.84,57.03,35.81
O00737,04-06-2025,C0503,P0578,S040,In-Store,1,178.32,0,178.32,133.09,45.23
O00738,09-11-2025,C0578,P0188,S049,In-Store,1,302.59,0,302.59,172.73,129.86
O00739,01-07-2025,C0525,P0179,S029,In-Store,1,82.77,0.05,78.63,51.26,27.37
O00740,17-06-2025,C0785,P0882,S029,In-Store,3,165.62,0.2,397.49,129.51,8.96
O00741,05-06-2025,C0756,P0311,S004,In-Store,1,248.9,0.05,236.46,159.77,76.69
O00742,16-06-2024,C0347,P0929,S044,In-Store,1,34.13,0.2,27.3,18.97,8.33
O00743,07-03-2025,C0411,P1177,Online,Online,2,59.49,0.2,95.18,42.92,9.34
O00744,06-02-2025,C0230,P0660,S016,In-Store,1,161.23,0.05,153.17,128.05,25.12
O00745,08-02-2025,C0786,P0668,S041,In-Store,1,153.87,0.05,146.18,89.56,56.62
O00746,14-08-2025,C0588,P0726,S045,In-Store,2,268.98,0.05,511.06,185.66,139.74
O00747,22-03-2025,C0151,P0422,S006,In-Store,1,221.49,0,221.49,169.3,52.19
O00748,30-12-2024,C0040,P0260,S004,In-Store,1,116.29,0.1,104.66,104.16,0.5
O00749,03-08-2024,C0235,P0427,Online,Online,1,219.82,0.05,208.83,163.97,44.86
O00750,05-02-2025,C0277,P0477,S013,In-Store,1,202.25,0.1,182.02,124.21,57.81
O00751,04-04-2025,C0450,P0252,S024,In-Store,2,231.15,0,462.3,196.57,69.16
O00752,18-10-2025,C0761,P0427,S028,In-Store,3,219.82,0.2,527.57,163.97,35.66
O00753,15-10-2025,C0210,P0779,S007,In-Store,2,113.02,0,226.04,78.45,69.14
O00754,01-10-2025,C0518,P1184,S007,In-Store,2,32.67,0.05,62.07,22.25,17.57
O00755,07-02-2025,C0123,P1001,S022,In-Store,2,125.39,0.1,225.7,71.57,82.56
O00756,25-09-2025,C0215,P0185,S023,In-Store,1,189.67,0.2,151.74,150.76,0.98
O00757,25-06-2025,C0114,P0935,Online,Online,3,367.55,0.2,882.12,190.04,312
O00758,06-07-2024,C0409,P0204,S017,In-Store,2,200.67,0.1,361.21,110.34,140.53
O00759,31-08-2025,C0444,P0615,Online,Online,3,92.09,0,276.27,63.28,86.43
O00760,06-05-2024,C0399,P0965,Online,Online,1,264.41,0.1,237.97,178.08,59.89
O00761,12-05-2024,C0331,P0092,Online,Online,3,210.05,0.05,598.64,179.14,61.22
O00762,23-08-2025,C0009,P0262,S008,In-Store,2,48.1,0.2,76.96,35.21,6.54
O00763,18-03-2025,C0062,P0498,S055,In-Store,2,35.81,0.1,64.46,19.73,25
O00764,23-09-2024,C0424,P0322,S011,In-Store,2,40.71,0.05,77.35,20.84,35.67
O00765,13-05-2024,C0684,P0371,S059,In-Store,1,229.56,0,229.56,131.42,98.14
O00766,26-03-2025,C0030,P1018,Online,Online,3,167.01,0.2,400.82,129.58,12.08
O00767,22-04-2025,C0271,P0657,Online,Online,2,29.04,0,58.08,15.54,27
O00768,11-09-2024,C0481,P0070,S009,In-Store,1,235,0.2,188,176.02,11.98
O00769,27-10-2024,C0386,P1075,Online,Online,1,285.01,0,285.01,191.46,93.55
O00770,14-06-2024,C0228,P0188,S004,In-Store,1,302.59,0,302.59,172.73,129.86
O00771,15-02-2025,C0475,P0850,S034,In-Store,2,321.09,0.2,513.74,178.1,157.54
O00772,12-03-2025,C0617,P0001,S030,In-Store,1,13.26,0.1,11.93,11.2,0.73
O00773,17-11-2025,C0672,P1105,S039,In-Store,3,14.96,0,44.88,12.19,8.31
O00774,16-02-2025,C0766,P1169,Online,Online,1,50.9,0.05,48.36,33.85,14.51
O00775,08-10-2025,C0146,P0461,S047,In-Store,2,201.11,0,402.22,111.01,180.2
O00776,04-09-2025,C0289,P0215,Online,Online,1,203.42,0.1,183.08,147.27,35.81
O00777,21-03-2025,C0675,P0616,S029,In-Store,2,285.94,0.1,514.69,190.1,134.49
O00778,31-01-2025,C0134,P0671,S042,In-Store,1,50.49,0.05,47.97,29.02,18.95
O00779,16-10-2024,C0035,P0788,S050,In-Store,2,154.9,0.05,294.31,105.74,82.83
O00780,20-03-2025,C0014,P0292,S053,In-Store,1,106.04,0.05,100.74,58.28,42.46
O00781,15-10-2024,C0330,P0023,S030,In-Store,3,97.03,0.1,261.98,77.91,28.25
O00782,07-01-2025,C0591,P0830,S013,In-Store,3,200.01,0.2,480.02,100.71,177.89
O00783,11-11-2025,C0558,P0900,Online,Online,2,18.92,0.1,34.06,14.57,4.92
O00784,04-04-2025,C0526,P0690,S057,In-Store,1,140.54,0.05,133.51,86.13,47.38
O00785,29-03-2025,C0499,P1124,S006,In-Store,2,67.07,0.1,120.73,39.38,41.97
O00786,09-04-2025,C0269,P0129,S027,In-Store,1,27.78,0,27.78,25,2.78
O00787,25-02-2025,C0129,P0193,Online,Online,2,62.96,0.2,100.74,32.26,36.22
O00788,11-07-2024,C0123,P1127,S008,In-Store,3,119.95,0.1,323.86,99.59,25.09
O00789,28-01-2025,C0446,P1133,S005,In-Store,3,53.96,0.05,153.79,44.43,20.5
O00790,20-01-2025,C0523,P0399,Online,Online,1,64.47,0.05,61.25,32.33,28.92
O00791,27-10-2025,C0203,P0724,S049,In-Store,2,171.56,0.05,325.96,151.95,22.06
O00792,13-10-2024,C0543,P1075,Online,Online,1,285.01,0.1,256.51,191.46,65.05
O00793,26-03-2025,C0710,P1087,Online,Online,2,36.72,0.05,69.77,18.53,32.71
O00794,07-10-2024,C0169,P0463,S048,In-Store,2,192.98,0.05,366.66,114.83,137
O00795,12-07-2024,C0624,P0868,S017,In-Store,1,207.53,0,207.53,131.45,76.08
O00796,30-12-2024,C0410,P0607,S033,In-Store,1,12.56,0.2,10.05,10.02,0.03
O00797,27-03-2025,C0479,P0659,Online,Online,10,218.6,0.1,1967.4,173.17,235.7
O00798,08-05-2025,C0257,P1138,S013,In-Store,1,111.59,0,111.59,68.82,42.77
O00799,01-11-2024,C0420,P0287,Online,Online,1,300.41,0.05,285.39,196.26,89.13
O00800,29-10-2025,C0248,P0801,S041,In-Store,2,38.24,0.2,61.18,25.78,9.62
O00801,04-10-2024,C0198,P0509,S004,In-Store,2,222.66,0.05,423.05,126.99,169.07
O00802,18-09-2025,C0282,P0287,S007,In-Store,1,300.41,0.05,285.39,196.26,89.13
O00803,18-06-2024,C0145,P0564,S000,In-Store,1,331.22,0,331.22,166.92,164.3
O00804,22-05-2024,C0536,P0210,S038,In-Store,3,193.02,0.2,463.25,100.6,161.45
O00805,17-12-2024,C0448,P0611,S034,In-Store,3,121.34,0.2,291.22,90.75,18.97
O00806,28-04-2025,C0772,P0699,S017,In-Store,1,30.55,0,30.55,20.37,10.18
O00807,06-10-2024,C0261,P0231,S027,In-Store,1,103.03,0.05,97.88,60.23,37.65
O00808,12-02-2025,C0708,P0997,S014,In-Store,2,173.8,0,347.6,95.65,156.3
O00809,06-01-2025,C0749,P0742,Online,Online,1,237.5,0.2,190,189.9,0.1
O00810,26-01-2025,C0442,P0863,Online,Online,1,109.7,0,109.7,72.06,37.64
O00811,16-05-2025,C0286,P0564,S040,In-Store,2,331.22,0.1,596.2,166.92,262.36
O00812,02-06-2025,C0257,P0730,Online,Online,1,179.11,0,179.11,148.34,30.77
O00813,12-07-2025,C0497,P0497,S014,In-Store,3,54.61,0.2,131.06,32.72,32.9
O00814,26-07-2024,C0106,P0999,S053,In-Store,2,185.46,0.2,296.74,139.55,17.64
O00815,25-08-2024,C0683,P0783,Online,Online,1,59.11,0,59.11,41.45,17.66
O00816,27-06-2024,C0059,P0201,S007,In-Store,1,63.7,0.05,60.52,52.5,8.02
O00817,09-12-2025,C0688,P0863,S045,In-Store,1,109.7,0,109.7,72.06,37.64
O00818,24-08-2025,C0373,P0901,S036,In-Store,1,257.18,0,257.18,132.87,124.31
O00819,04-05-2024,C0643,P0884,S001,In-Store,3,173.32,0.05,493.96,119.02,136.9
O00820,19-05-2024,C0024,P0673,Online,Online,2,17.35,0.2,27.76,14.41,-1.06
O00821,28-12-2024,C0746,P0935,S016,In-Store,2,367.55,0.1,661.59,190.04,281.51
O00822,16-09-2024,C0352,P0721,S015,In-Store,2,255.39,0.1,459.7,162.62,134.46
O00823,16-10-2024,C0048,P0664,S040,In-Store,1,191.74,0.1,172.57,109.09,63.48
O00824,27-07-2025,C0164,P0428,S055,In-Store,2,290.61,0.1,523.1,192.06,138.98
O00825,22-07-2025,C0771,P0713,S011,In-Store,1,175.75,0.2,140.6,139.9,0.7
O00826,18-03-2025,C0341,P0720,S047,In-Store,2,246.29,0.05,467.95,153.35,161.25
O00827,03-06-2024,C0313,P0207,S005,In-Store,1,176.19,0.2,140.95,97.87,43.08
O00828,06-06-2025,C0509,P0381,S012,In-Store,1,169.3,0.1,152.37,107.47,44.9
O00829,06-09-2024,C0497,P0718,S028,In-Store,1,73.4,0.1,66.06,44.17,21.89
O00830,04-07-2025,C0172,P0661,Online,Online,2,104.14,0.05,197.87,58.34,81.19
O00831,02-09-2024,C0518,P1147,Online,Online,2,262.37,0.05,498.5,151.81,194.88
O00832,02-01-2025,C0712,P0155,Online,Online,1,114.52,0,114.52,94.98,19.54
O00833,19-01-2025,C0679,P0828,S009,In-Store,1,33.22,0.1,29.9,28.38,1.52
O00834,09-08-2024,C0406,P0272,S006,In-Store,1,43.92,0.1,39.53,22.88,16.65
O00835,03-09-2024,C0084,P0663,S028,In-Store,1,164.71,0,164.71,83.66,81.05
O00836,27-02-2025,C0158,P0560,Online,Online,2,59.02,0.05,112.14,33.92,44.3
O00837,22-09-2024,C0224,P0502,S028,In-Store,1,256.28,0.05,243.47,165.85,77.62
O00838,11-04-2025,C0303,P0499,S054,In-Store,1,265.43,0.2,212.34,140.47,71.87
O00839,27-10-2024,C0424,P1139,S036,In-Store,1,222.83,0.05,211.69,196.14,15.55
O00840,08-06-2025,C0531,P1189,S036,In-Store,1,252.18,0.2,201.74,132.49,69.25
O00841,13-06-2024,C0723,P0745,S016,In-Store,1,16.81,0.2,13.45,9.63,3.82
O00842,03-04-2025,C0240,P0655,S004,In-Store,1,25.85,0.05,24.56,15.47,9.09
O00843,02-10-2024,C0719,P0505,S037,In-Store,2,231.34,0.05,439.55,186.24,67.07
O00844,28-07-2024,C0797,P1039,S034,In-Store,3,171.77,0.1,463.78,101.39,159.61
O00845,13-12-2024,C0618,P0466,S045,In-Store,2,135.41,0.05,257.28,99.14,59
O00846,28-11-2025,C0588,P0108,S028,In-Store,1,29.29,0.2,23.43,26.08,-2.65
O00847,06-06-2025,C0066,P0350,Online,Online,2,169.74,0.2,271.58,102.85,65.88
O00848,28-11-2024,C0058,P0711,S045,In-Store,1,261.54,0.05,248.46,133.4,115.06
O00849,11-07-2024,C0362,P0133,S017,In-Store,1,50.24,0.1,45.22,28.1,17.12
O00850,16-03-2025,C0745,P0056,Online,In-Store,1,103.48,0.2,82.78,53.97,28.81
O00851,09-01-2025,C0136,P0811,Online,Online,1,13.23,0.2,10.58,7.09,3.49
O00852,15-02-2025,C0713,P0623,S036,In-Store,1,122.49,0.2,97.99,79.69,18.3
O00853,16-07-2025,C0552,P0199,S000,In-Store,2,115.92,0,231.84,58.8,114.24
O00854,18-02-2025,C0366,P1124,Online,Online,1,67.07,0,67.07,39.38,27.69
O00855,16-02-2025,C0542,P0847,S046,In-Store,1,292.23,0.05,277.62,174.31,103.31
O00856,27-01-2025,C0615,P0367,S001,In-Store,1,201.12,0.2,160.9,158.65,2.25
O00857,11-05-2025,C0339,P0182,Online,Online,2,60.65,0.2,97.04,47.71,1.62
O00858,11-10-2024,C0701,P0793,S024,In-Store,1,273.34,0.2,218.67,166.17,52.5
O00859,13-09-2024,C0351,P0374,Online,Online,2,190.53,0.1,342.95,98.1,146.75
O00860,06-09-2025,C0440,P0516,S011,In-Store,1,242.91,0.1,218.62,145.87,72.75
O00861,12-07-2025,C0232,P0719,S040,In-Store,1,330.88,0,330.88,196.36,134.52
O00862,03-03-2025,C0769,P0192,S001,In-Store,1,195.65,0,195.65,128.9,66.75
O00863,19-01-2025,C0060,P0764,Online,Online,1,241.25,0,241.25,143.88,97.37
O00864,28-11-2024,C0541,P0025,Online,Online,2,83.7,0.2,133.92,51.97,29.98
O00865,29-05-2025,C0581,P1153,S004,In-Store,2,152.8,0.05,290.32,103.2,83.92
O00866,17-04-2024,C0635,P1020,Online,Online,2,45.93,0.05,87.27,34.12,19.03
O00867,18-02-2025,C0099,P0316,S036,In-Store,2,150.05,0.05,285.1,95.84,93.42
O00868,13-01-2025,C0723,P0363,S052,In-Store,1,382.32,0.2,305.86,193.08,112.78
O00869,27-01-2025,C0039,P1100,S050,In-Store,1,74.54,0,74.54,42.65,31.89
O00870,15-08-2025,C0319,P0596,Online,Online,1,291.59,0.05,277.01,147.85,129.16
O00871,23-10-2025,C0171,P0204,S038,In-Store,3,200.67,0.05,571.91,110.34,240.89
O00872,23-11-2024,C0345,P0931,S035,In-Store,1,121.97,0.2,97.58,72.18,25.4
O00873,26-05-2024,C0119,P1135,Online,Online,2,65.37,0.05,124.2,47.87,28.46
O00874,11-01-2025,C0245,P1005,Online,Online,2,126.49,0.2,202.38,113.26,-24.14
O00875,17-08-2024,C0060,P0983,S058,In-Store,3,149.62,0,448.86,91.17,175.35
O00876,30-04-2024,C0093,P0656,S036,In-Store,1,192.95,0.2,154.36,102.59,51.77
O00877,05-06-2025,C0658,P0411,Online,Online,2,232.21,0.05,441.2,192.61,55.98
O00878,20-09-2025,C0202,P0599,S027,In-Store,4,131.38,0.2,420.42,67.15,151.82
O00879,14-04-2025,C0084,P1004,Online,Online,1,232.49,0,232.49,157.88,74.61
O00880,15-11-2024,C0495,P0796,S050,In-Store,1,87.96,0.1,79.16,77.22,1.94
O00881,31-03-2025,C0715,P0112,S002,In-Store,1,314.05,0.05,298.35,170.67,127.68
O00882,01-09-2025,C0314,P1124,Online,In-Store,2,67.07,0.05,127.43,39.38,48.67
O00883,10-09-2025,C0756,P0098,S003,In-Store,1,120.73,0.1,108.66,70.55,38.11
O00884,21-10-2024,C0360,P1101,Online,Online,1,27.41,0.2,21.93,17.28,4.65
O00885,03-10-2024,C0536,P0365,S043,In-Store,2,251.05,0,502.1,130.95,240.2
O00886,15-04-2025,C0101,P0936,S057,In-Store,2,168.37,0.05,319.9,140.29,39.32
O00887,30-08-2025,C0074,P0416,S036,In-Store,2,166.68,0,333.36,149.54,34.28
O00888,05-11-2024,C0390,P0421,S007,In-Store,20,322.09,0.1,5797.62,189.31,2011.42
O00889,01-11-2025,C0246,P0677,S024,In-Store,3,244.62,0.05,697.17,158.03,223.08
O00890,12-04-2025,C0411,P0091,Online,Online,1,27.29,0.05,25.93,20.11,5.82
O00891,10-12-2024,C0264,P0865,S045,In-Store,1,142.08,0.1,127.87,111.9,15.97
O00892,30-01-2025,C0669,P0558,S000,In-Store,1,178.04,0.2,142.43,95.35,47.08
O00893,09-02-2025,C0386,P0569,S012,In-Store,2,18.44,0.2,29.5,10.75,8
