product_id,product_name,category,brand,cost_price,unit_price,margin_pct
P0396,BrandA Power,Electronics,Brandd,124.91,242.65,0.4852
P0397,BrandA Officer,Apparel,Brandb,18.12,29.62,0.3883
P0398,BrandD Always,Electronics,Brandb,149.41,218.44,0.316
P0399,BrandB Figure,Apparel,Branda,32.33,64.47,0.4985
P0400,BrandB Window,Home & kitchen,Brandc,51.2,96.7,0.4705
P0401,BrandB While,Personal care,Brandc,58.66,93.92,0.3754
P0402,BrandB Few,Personal care,Brandd,14.14,19.94,0.2909
P0403,BrandD Official,Home & kitchen,Brandd,84.61,115.91,0.27
P0404,BrandB Recognize,Personal care,Brandb,170.62,233.86,0.2704
P0405,BrandB Charge,Personal care,Branda,114.67,226.02,0.4927
P0406,BrandB Knowledge,Personal care,Brandb,54.72,76.46,0.2843
P0407,BrandA Purpose,Personal care,Brandc,23.03,40.35,0.4292
P0408,BrandB Traditional,Electronics,Brandc,78.55,129.17,0.3919
P0409,BrandA Technology,Electronics,Brandb,161.91,263.72,0.3861
P0410,BrandB Much,Personal care,Brandb,174.55,244.31,0.2855
P0411,BrandA Policy,Apparel,Unknown,192.61,232.21,0.1705
P0412,BrandD I,Apparel,Brandb,82.34,108.31,0.2398
P0413,BrandC Sell,Home & kitchen,Brandd,95.92,161.51,0.4061
P0414,BrandC Both,Home & kitchen,Brandc,105.0,162.49,0.3538
P0415,BrandA Analysis,Personal care,Brandc,183.29,262.77,0.3025
P0416,BrandD Central,Electronics,Brandb,149.54,166.68,0.1028
P0417,BrandD Its,Home & kitchen,Brandb,43.26,56.54,0.2349
P0418,BrandB Including,Personal care,Brandc,55.18,101.5,0.4564
P0419,BrandD Build,Personal care,Brandb,147.89,209.55,0.2942
P0420,BrandB Particular,Personal care,Brandb,183.8,291.86,0.3702
P0421,BrandA Necessary,Electronics,Branda,189.31,322.09,0.4122
P0422,BrandA Rate,Personal care,Brandb,169.3,221.49,0.2356
P0423,BrandB Community,Electronics,Unknown,103.62,148.79,0.3036
P0424,BrandD First,Personal care,Branda,6.29,10.04,0.3735
P0425,BrandA Step,Electronics,Brandc,109.47,148.66,0.2636
P0426,BrandD Author,Apparel,Branda,184.02,289.27,0.3638
P0427,BrandB Author,Apparel,Unknown,163.97,219.82,0.2541
P0428,BrandD Less,Electronics,Brandc,192.06,290.61,0.3391
P0429,BrandB Watch,Apparel,Brandc,138.39,257.83,0.4633
P0430,BrandA Place,Electronics,Brandd,78.96,126.13,0.374
P0431,BrandA Agree,Electronics,Brandb,21.12,39.3,0.4626
P0432,BrandC Movement,Electronics,Branda,49.8,95.18,0.4768
P0433,BrandD Determine,Home & kitchen,Branda,185.21,317.82,0.4172
P0434,BrandC Follow,Electronics,Brandb,186.11,257.4,0.277
P0435,BrandB Team,Apparel,Brandd,186.13,254.88,0.2697
P0436,BrandB Pay,Personal care,Brandc,79.85,141.0,0.4337
P0437,BrandA Many,Home & kitchen,Branda,24.05,31.48,0.236
P0438,BrandA Raise,Home & kitchen,Brandd,193.94,270.3,0.2825
P0439,BrandC Address,Personal care,Unknown,49.49,79.07,0.3741
P0440,BrandD Return,Personal care,Brandb,137.54,233.08,0.4099
P0441,BrandA Remember,Home & kitchen,Brandb,144.06,169.1,0.1481
P0442,BrandB Young,Personal care,Brandb,149.23,206.69,0.278
P0443,BrandA Bed,Electronics,Branda,188.88,283.37,0.3335
P0444,BrandC Choice,Electronics,Brandb,22.02,32.76,0.3278
P0445,BrandD Show,Electronics,Branda,22.48,35.94,0.3745
P0446,BrandC Whole,Personal care,Branda,61.91,89.71,0.3099
P0447,BrandA About,Apparel,Brandb,138.64,173.65,0.2016
P0448,BrandC Letter,Home & kitchen,Brandc,101.16,117.04,0.1357
P0449,BrandD What,Home & kitchen,Brandd,63.45,114.49,0.4458
P0450,BrandC Base,Home & kitchen,Brandb,145.58,225.1,0.3533
P0451,BrandB Sell,Personal care,Branda,31.42,34.75,0.0958
P0452,BrandD Happen,Home & kitchen,Brandd,161.79,225.95,0.284
P0453,BrandC Down,Personal care,Brandb,63.58,104.45,0.3913
P0454,BrandB Performance,Personal care,Brandc,39.64,57.81,0.3143
P0455,BrandC Back,Home & kitchen,Brandd,193.71,349.41,0.4456
P0456,BrandC Leg,Personal care,Brandc,164.22,238.72,0.3121
P0457,BrandA Resource,Apparel,Brandb,137.93,220.01,0.3731
P0458,BrandD Force,Apparel,Brandd,160.55,296.72,0.4589
P0459,BrandA Me,Personal care,Brandd,32.14,44.11,0.2714
P0460,BrandC Miss,Apparel,Brandd,158.87,185.33,0.1428
P0461,BrandD Training,Personal care,Brandd,111.01,201.11,0.448
P0462,BrandC Ever,Electronics,Branda,154.95,262.15,0.4089
P0463,BrandC Front,Apparel,Branda,114.83,192.98,0.405
P0464,BrandD Receive,Home & kitchen,Brandd,25.66,30.5,0.1587
P0465,BrandB Exist,Apparel,Brandd,77.95,118.23,0.3407
P0466,BrandB Ok,Home & kitchen,Branda,99.14,135.41,0.2679
P0467,BrandA Performance,Electronics,Brandb,72.92,102.73,0.2902
P0468,BrandB Forget,Personal care,Brandc,97.85,146.22,0.3308
P0469,BrandD Keep,Home & kitchen,Branda,63.55,116.24,0.4533
P0470,BrandA Site,Electronics,Brandc,131.35,224.53,0.415
P0471,BrandB Back,Apparel,Brandb,112.62,157.43,0.2846
P0472,BrandD Wear,Personal care,Brandb,160.56,267.62,0.4
P0473,BrandB Ever,Personal care,Brandd,10.69,17.67,0.395
P0474,BrandB Condition,Personal care,Brandd,80.82,140.16,0.4234
P0475,BrandB Particular,Home & kitchen,Branda,117.58,213.94,0.4504
P0476,BrandB Course,Home & kitchen,Brandc,43.43,52.23,0.1685
P0477,BrandD Attorney,Home & kitchen,Brandd,124.21,202.25,0.3859
P0478,BrandC Window,Home & kitchen,Brandd,125.39,229.76,0.4543
P0479,BrandC Bed,Electronics,Brandb,66.07,86.86,0.2394
P0480,BrandA Glass,Apparel,Brandc,140.22,218.71,0.3589
P0481,BrandD According,Apparel,Brandd,87.49,134.56,0.3498
P0482,BrandB Reach,Apparel,Brandd,61.32,77.78,0.2116
P0483,BrandD Buy,Electronics,Brandc,190.61,292.81,0.349
P0484,BrandB Effect,Personal care,Brandd,84.78,130.78,0.3517
P0485,BrandD Political,Personal care,Brandb,21.12,23.82,0.1134
P0486,BrandB Into,Home & kitchen,Branda,58.6,92.81,0.3686
P0487,BrandB Will,Personal care,Brandd,112.2,134.85,0.168
P0488,BrandA Executive,Home & kitchen,Brandc,110.7,197.17,0.4386
P0489,BrandD Girl,Apparel,Brandd,24.97,46.12,0.4586
P0490,BrandB Five,Home & kitchen,Branda,92.7,131.05,0.2926
P0491,BrandA Chance,Personal care,Branda,156.25,205.2,0.2385
P0492,BrandC Administration,Personal care,Brandb,125.15,226.07,0.4464
P0493,BrandB Lay,Electronics,Brandc,108.79,178.11,0.3892
P0494,BrandB Reveal,Home & kitchen,Brandc,61.42,82.34,0.2541
P0495,BrandA Never,Apparel,Brandd,184.16,367.07,0.4983
P0496,BrandB Where,Apparel,Brandb,33.52,46.59,0.2805
P0497,BrandB Country,Personal care,Brandd,32.72,54.61,0.4008
P0498,BrandD South,Personal care,Brandd,19.73,35.81,0.449
P0499,BrandA Author,Personal care,Brandc,140.47,265.43,0.4708
P0500,BrandD What,Personal care,Brandc,118.48,222.98,0.4687
P0501,BrandA Book,Personal care,Brandc,170.77,310.14,0.4494
P0502,BrandD Hard,Apparel,Brandd,165.85,256.28,0.3529
P0503,BrandC Entire,Home & kitchen,Brandc,111.73,136.04,0.1787
P0504,BrandD Nice,Home & kitchen,Branda,13.96,23.22,0.3988
P0505,BrandD Again,Electronics,Branda,186.24,231.34,0.195
P0506,BrandD Suggest,Electronics,Brandd,44.45,76.44,0.4185
P0507,BrandB Prepare,Home & kitchen,Brandb,175.51,331.53,0.4706
P0508,BrandA Scientist,Home & kitchen,Brandc,21.07,35.78,0.4111
P0509,BrandB Offer,Electronics,Brandd,126.99,222.66,0.4297
P0510,BrandB Structure,Personal care,Branda,142.22,156.58,0.0917
P0511,BrandD Certainly,Electronics,Brandb,120.77,189.31,0.3621
P0512,BrandD Once,Electronics,Branda,140.64,258.13,0.4552
P0513,BrandD Yet,Apparel,Brandd,18.81,27.18,0.3079
P0514,BrandA Federal,Electronics,Brandc,76.67,104.99,0.2697
P0515,BrandD Range,Apparel,Brandb,18.34,29.47,0.3777
P0516,BrandB Great,Personal care,Brandc,145.87,242.91,0.3995
P0517,BrandB Police,Personal care,Brandd,172.69,203.43,0.1511
P0518,BrandA War,Apparel,Branda,119.97,173.43,0.3083
P0519,BrandD Cup,Home & kitchen,Brandb,53.32,89.59,0.4048
P0520,BrandB Blue,Home & kitchen,Branda,170.34,288.31,0.4092
P0521,BrandC Head,Apparel,Brandb,150.83,206.03,0.2679
P0522,BrandA Citizen,Apparel,Brandd,80.25,105.69,0.2407
P0523,BrandA Director,Electronics,Unknown,187.12,228.06,0.1795
P0524,BrandD See,Home & kitchen,Brandb,153.73,301.16,0.4895
P0525,BrandA Democratic,Electronics,Branda,7.69,9.95,0.2271
P0526,BrandA Arrive,Personal care,Brandc,127.57,197.85,0.3552
P0527,BrandD Decide,Personal care,Brandd,21.07,33.35,0.3682
P0528,BrandB Evening,Home & kitchen,Branda,65.43,102.08,0.359
P0529,BrandB Hope,Apparel,Brandc,81.19,135.66,0.4015
P0530,BrandA Firm,Home & kitchen,Brandd,147.34,274.32,0.4629
P0531,BrandA Week,Apparel,Branda,185.3,223.17,0.1697
P0532,BrandA Candidate,Home & kitchen,Brandb,28.29,49.14,0.4243
P0533,BrandA Become,Apparel,Brandd,190.84,299.75,0.3633
P0534,BrandC Region,Apparel,Brandc,29.75,53.64,0.4454
P0535,BrandC Produce,Electronics,Branda,70.33,104.54,0.3272
P0536,BrandA Live,Home & kitchen,Branda,101.75,158.7,0.3589
P0537,BrandA Someone,Personal care,Brandb,76.7,101.98,0.2479
P0538,BrandA Read,Electronics,Brandb,149.45,164.74,0.0928
P0539,BrandA Painting,Apparel,Branda,96.99,140.12,0.3078
P0540,BrandB As,Apparel,Branda,112.81,216.88,0.4799
P0541,BrandD Tough,Apparel,Brandc,53.41,102.78,0.4803
P0542,BrandC Drop,Home & kitchen,Branda,116.45,140.61,0.1718
P0543,BrandA Look,Apparel,Brandb,161.85,320.99,0.4958
P0544,BrandD Available,Electronics,Brandd,173.88,312.32,0.4433
P0545,BrandC As,Home & kitchen,Branda,112.85,124.94,0.0968
P0546,BrandB Hospital,Home & kitchen,Brandc,149.22,196.72,0.2415
P0547,BrandC Dark,Personal care,Brandb,147.83,235.33,0.3718
P0548,BrandB Note,Apparel,Branda,186.82,209.52,0.1083
P0549,BrandC Drop,Electronics,Brandc,5.29,8.95,0.4089
P0550,BrandC Wish,Electronics,Brandb,108.31,142.36,0.2392
P0551,BrandD Condition,Electronics,Brandb,143.77,170.18,0.1552
P0552,BrandB President,Personal care,Brandc,94.4,167.38,0.436
P0553,BrandA Shoulder,Apparel,Brandd,19.59,31.56,0.3793
P0554,BrandD Simple,Apparel,Brandb,61.88,115.46,0.4641
P0555,BrandD Institution,Home & kitchen,Brandc,93.29,122.23,0.2368
P0556,BrandB Agent,Apparel,Branda,35.31,44.06,0.1986
P0557,BrandD Name,Home & kitchen,Brandd,28.54,40.6,0.297
P0558,BrandB Specific,Personal care,Brandc,95.35,178.04,0.4644
P0559,BrandA Character,Apparel,Brandc,166.15,286.97,0.421
P0560,BrandA Effort,Apparel,Brandc,33.92,59.02,0.4253
P0561,BrandC Several,Personal care,Branda,137.05,182.85,0.2505
P0562,BrandB Charge,Electronics,Brandd,171.65,274.7,0.3751
P0563,BrandB Require,Electronics,Brandd,24.87,45.12,0.4488
P0564,BrandA Eat,Electronics,Branda,166.92,331.22,0.496
P0565,BrandB Sister,Apparel,Brandd,77.59,129.36,0.4002
P0566,BrandA Now,Home & kitchen,Branda,9.25,10.71,0.1363
P0567,BrandD Them,Apparel,Branda,181.49,335.11,0.4584
P0568,BrandC Person,Electronics,Branda,188.74,216.22,0.1271
P0569,BrandD Loss,Personal care,Brandd,10.75,18.44,0.417
P0570,BrandB Marriage,Home & kitchen,Unknown,182.12,245.4,0.2579
P0571,BrandD Enough,Apparel,Branda,124.75,206.5,0.3959
P0572,BrandC Responsibility,Personal care,Brandd,177.14,271.22,0.3469
P0573,BrandA Think,Home & kitchen,Brandd,31.76,40.64,0.2185
P0574,BrandB Little,Electronics,Brandd,157.47,224.11,0.2974
P0575,BrandD Help,Home & kitchen,Brandc,80.73,101.87,0.2075
P0576,BrandC Floor,Apparel,Branda,179.67,323.53,0.4447
P0577,BrandA Only,Personal care,Brandc,154.53,309.01,0.4999
P0578,BrandB Recent,Electronics,Brandb,133.09,178.32,0.2536
P0579,BrandA See,Apparel,Brandd,74.19,137.64,0.461
P0580,BrandB Foot,Apparel,Brandb,120.54,220.06,0.4522
P0581,BrandC Quality,Electronics,Brandc,189.77,305.01,0.3778
P0582,BrandB Name,Personal care,Brandc,39.23,44.49,0.1182
P0583,BrandA History,Apparel,Brandb,8.89,13.6,0.3463
P0584,BrandC Military,Apparel,Brandb,71.45,90.01,0.2062
P0585,BrandC Bill,Electronics,Branda,33.8,58.62,0.4234
P0586,BrandB And,Electronics,Brandc,192.31,276.2,0.3037
P0587,BrandD Offer,Electronics,Brandc,63.84,78.06,0.1822
P0588,BrandB Economy,Personal care,Brandd,131.59,165.38,0.2043
P0589,BrandC Today,Apparel,Brandb,78.78,138.7,0.432
P0590,BrandC Source,Apparel,Brandb,147.12,287.46,0.4882
P0591,BrandD Them,Electronics,Brandb,122.47,236.24,0.4816
P0592,BrandB Conference,Electronics,Brandd,32.43,57.43,0.4353
P0593,BrandB Specific,Home & kitchen,Brandc,37.74,71.58,0.4728
P0594,BrandA And,Home & kitchen,Brandd,7.22,9.3,0.2237
P0595,BrandA Style,Home & kitchen,Brandc,158.47,277.06,0.428
P0596,BrandA Reveal,Personal care,Unknown,147.85,291.59,0.493
P0597,BrandD Owner,Personal care,Brandd,73.49,105.66,0.3045
P0598,BrandD Interesting,Apparel,Unknown,93.0,169.19,0.4503
P0599,BrandA Let,Home & kitchen,Branda,67.15,131.38,0.4889
P0600,BrandA Energy,Home & kitchen,Brandb,178.15,221.76,0.1967
P0601,BrandA Everything,Electronics,Brandc,120.84,199.66,0.3948
P0602,BrandD Line,Electronics,Brandd,188.78,235.69,0.199
P0603,BrandD Make,Apparel,Branda,24.75,31.8,0.2217
P0604,BrandB Fact,Personal care,Brandc,133.82,183.02,0.2688
P0605,BrandA Speak,Electronics,Brandd,116.5,216.21,0.4612
P0606,BrandB Fight,Electronics,Brandc,5.74,6.77,0.1521
P0607,BrandD Build,Apparel,Branda,10.02,12.56,0.2022
P0608,BrandC Act,Electronics,Brandd,169.53,233.53,0.2741
P0609,BrandD Movie,Personal care,Unknown,179.5,240.26,0.2529
P0610,BrandD Education,Apparel,Brandc,177.67,254.51,0.3019
P0611,BrandD Step,Electronics,Brandc,90.75,121.34,0.2521
P0612,BrandC Easy,Electronics,Brandb,151.69,257.98,0.412
P0613,BrandA Day,Home & kitchen,Brandd,194.29,316.84,0.3868
P0614,BrandA Well,Personal care,Brandd,193.3,332.16,0.4181
P0615,BrandD Computer,Apparel,Brandd,63.28,92.09,0.3128
P0616,BrandA Stock,Apparel,Branda,190.1,285.94,0.3352
P0617,BrandB Health,Apparel,Brandb,29.61,43.85,0.3247
P0618,BrandD Page,Apparel,Brandb,167.65,223.33,0.2493
P0619,BrandA Themselves,Electronics,Brandd,113.49,181.23,0.3738
P0620,BrandC Trade,Personal care,Branda,158.38,263.03,0.3979
P0621,BrandD Prepare,Electronics,Brandd,34.18,55.03,0.3789
P0622,BrandA Staff,Electronics,Branda,158.22,297.57,0.4683
P0623,BrandC Cause,Personal care,Brandc,79.69,122.49,0.3494
P0624,BrandD Theory,Electronics,Brandb,58.71,72.18,0.1866
P0625,BrandD She,Electronics,Brandd,178.47,249.56,0.2849
P0626,BrandB Public,Electronics,Brandd,184.56,352.02,0.4757
P0627,BrandA Civil,Home & kitchen,Brandc,65.64,122.0,0.462
P0628,BrandA Culture,Apparel,Brandb,63.59,112.51,0.4348
P0629,BrandC Probably,Home & kitchen,Brandd,122.97,145.15,0.1528
P0630,BrandD Partner,Apparel,Brandd,149.48,266.6,0.4393
P0631,BrandC Family,Electronics,Brandb,17.8,30.95,0.4249
P0632,BrandD Pattern,Apparel,Branda,38.88,73.39,0.4702
P0633,BrandB Should,Electronics,Brandb,11.45,13.12,0.1273
P0634,BrandC Quite,Apparel,Brandc,76.83,116.61,0.3411
P0635,BrandD Door,Electronics,Branda,52.18,80.35,0.3506
P0636,BrandD White,Apparel,Brandd,119.44,168.98,0.2932
P0637,BrandB Involve,Home & kitchen,Branda,60.59,87.73,0.3094
P0638,BrandB Society,Apparel,Brandb,131.24,224.41,0.4152
P0639,BrandC Fish,Personal care,Branda,173.6,342.07,0.4925
P0640,BrandA Sort,Personal care,Brandb,131.24,215.37,0.3906
P0641,BrandA Activity,Apparel,Brandc,123.63,240.92,0.4868
P0642,BrandC Level,Personal care,Brandd,171.06,258.83,0.3391
P0643,BrandB Off,Personal care,Brandc,137.05,252.43,0.4571
P0644,BrandD Nearly,Electronics,Branda,104.75,177.67,0.4104
P0645,BrandC Similar,Home & kitchen,Brandc,138.46,212.34,0.3479
P0646,BrandC Today,Home & kitchen,Brandc,172.99,230.95,0.251
P0647,BrandC Almost,Apparel,Brandb,105.87,139.35,0.2403
P0648,BrandA Certainly,Personal care,Brandc,137.75,240.95,0.4283
P0649,BrandD Reality,Home & kitchen,Brandc,181.85,266.25,0.317
P0650,BrandA Senior,Apparel,Brandc,146.68,190.7,0.2308
P0651,BrandD Board,Home & kitchen,Brandc,169.86,315.36,0.4614
P0652,BrandB Product,Home & kitchen,Unknown,96.8,171.03,0.434
P0653,BrandB Method,Home & kitchen,Branda,48.34,62.89,0.2314
P0654,BrandC Approach,Personal care,Brandc,77.48,126.06,0.3854
P0655,BrandD Can,Electronics,Brandd,15.47,25.85,0.4015
P0656,BrandA Score,Personal care,Brandb,102.59,192.95,0.4683
P0657,BrandD Although,Home & kitchen,Brandd,15.54,29.04,0.4649
P0658,BrandB It,Apparel,Brandc,84.79,136.72,0.3798
P0659,BrandD Writer,Apparel,Brandc,173.17,218.6,0.2078
P0660,BrandA Lose,Personal care,Brandc,128.05,161.23,0.2058
P0661,BrandA Day,Electronics,Brandd,58.34,104.14,0.4398
P0662,BrandB Writer,Apparel,Brandd,158.12,284.9,0.445
P0663,BrandB Something,Personal care,Brandd,83.66,164.71,0.4921
P0664,BrandD Look,Electronics,Branda,109.09,191.74,0.4311
P0665,BrandA Risk,Home & kitchen,Brandb,8.49,9.37,0.0939
P0666,BrandB Congress,Apparel,Brandc,65.86,78.53,0.1613
P0667,BrandC Actually,Apparel,Branda,165.65,226.67,0.2692
P0668,BrandC No,Personal care,Brandc,89.56,153.87,0.418
P0669,BrandB Personal,Home & kitchen,Brandd,75.05,95.28,0.2123
P0670,BrandD Modern,Electronics,Brandb,48.74,96.82,0.4966
P0671,BrandB Good,Electronics,Brandb,29.02,50.49,0.4252
P0672,BrandA Rich,Personal care,Brandc,155.39,258.08,0.3979
P0673,BrandA Production,Electronics,Branda,14.41,17.35,0.1695
P0674,BrandD Bring,Personal care,Branda,111.72,170.59,0.3451
P0675,BrandB Happy,Apparel,Branda,63.72,108.04,0.4102
P0676,BrandC Realize,Apparel,Unknown,166.98,199.44,0.1628
P0677,BrandA Thus,Home & kitchen,Unknown,158.03,244.62,0.354
P0678,BrandB Leave,Home & kitchen,Brandb,74.79,109.85,0.3192
P0679,BrandB Until,Electronics,Brandd,182.52,313.82,0.4184
P0680,BrandD Letter,Home & kitchen,Brandb,5.53,9.43,0.4136
P0681,BrandA Truth,Personal care,Brandb,190.14,342.55,0.4449
P0682,BrandA Let,Electronics,Brandc,130.65,197.42,0.3382
P0683,BrandC Nation,Home & kitchen,Brandd,14.77,27.06,0.4542
P0684,BrandA Hear,Home & kitchen,Brandc,161.31,222.84,0.2761
P0685,BrandA Eat,Electronics,Branda,6.89,8.44,0.1836
P0686,BrandB Heart,Home & kitchen,Brandc,179.43,351.61,0.4897
P0687,BrandC Man,Electronics,Brandc,163.92,207.29,0.2092
P0688,BrandD Key,Personal care,Brandd,58.01,83.95,0.309
P0689,BrandD Side,Personal care,Brandb,27.05,46.7,0.4208
P0690,BrandA Laugh,Apparel,Branda,86.13,140.54,0.3871
P0691,BrandD Others,Apparel,Brandd,156.94,258.99,0.394
P0692,BrandB Because,Personal care,Unknown,27.02,39.72,0.3197
P0693,BrandA Board,Electronics,Brandc,132.72,147.47,0.1
P0694,BrandB Write,Home & kitchen,Branda,89.41,156.82,0.4299
P0695,BrandD Charge,Home & kitchen,Brandd,33.99,62.67,0.4576
P0696,BrandA Practice,Electronics,Brandb,103.59,157.7,0.3431
P0697,BrandD Cell,Apparel,Branda,151.53,210.41,0.2798
P0698,BrandC This,Home & kitchen,Branda,103.85,165.69,0.3732
P0699,BrandD Herself,Personal care,Brandb,20.37,30.55,0.3332
P0700,BrandD Movement,Electronics,Brandd,92.18,111.25,0.1714
P0701,BrandD Money,Electronics,Branda,83.67,94.74,0.1168
P0702,BrandA Rise,Electronics,Brandc,178.57,286.8,0.3774
P0703,BrandD Lay,Home & kitchen,Brandc,165.94,304.49,0.455
P0704,BrandD Four,Home & kitchen,Brandd,144.75,206.55,0.2992
P0705,BrandD Step,Electronics,Branda,153.07,198.93,0.2305
P0706,BrandC Floor,Home & kitchen,Brandc,111.8,160.6,0.3039
P0707,BrandA Training,Electronics,Brandb,101.02,185.84,0.4564
P0708,BrandD Poor,Electronics,Brandc,124.12,157.48,0.2118
P0709,BrandD Through,Apparel,Brandd,165.79,210.81,0.2136
P0710,BrandC Next,Electronics,Brandd,14.07,23.5,0.4013
P0711,BrandA Question,Personal care,Brandd,133.4,261.54,0.4899
P0712,BrandB Interesting,Personal care,Branda,108.42,124.0,0.1256
P0713,BrandD Begin,Personal care,Brandb,139.9,175.75,0.204
P0714,BrandB Lot,Electronics,Brandd,133.22,219.22,0.3923
P0715,BrandC Stage,Personal care,Brandd,196.0,377.17,0.4803
P0716,BrandB When,Home & kitchen,Brandd,192.9,380.68,0.4933
P0717,BrandD Executive,Apparel,Brandb,85.49,147.9,0.422
P0718,BrandC Huge,Home & kitchen,Brandb,44.17,73.4,0.3982
P0719,BrandC Figure,Home & kitchen,Brandb,196.36,330.88,0.4066
P0720,BrandB Fill,Home & kitchen,Branda,153.35,246.29,0.3774
P0721,BrandD Plan,Home & kitchen,Brandd,162.62,255.39,0.3632
P0722,BrandA Part,Personal care,Brandb,15.35,17.67,0.1313
P0723,BrandC Realize,Apparel,Brandc,138.26,170.31,0.1882
P0724,BrandA Theory,Home & kitchen,Brandb,151.95,171.56,0.1143
P0725,BrandD Executive,Electronics,Brandb,149.77,240.4,0.377
P0726,BrandB Station,Home & kitchen,Branda,185.66,268.98,0.3098
P0727,BrandC Across,Electronics,Unknown,150.02,192.44,0.2204
P0728,BrandD Program,Apparel,Brandc,152.25,242.37,0.3718
P0729,BrandB Modern,Apparel,Brandc,92.52,183.66,0.4962
P0730,BrandA Actually,Apparel,Brandb,148.34,179.11,0.1718
P0731,BrandA Ok,Personal care,Brandc,113.54,138.18,0.1783
P0732,BrandC Happen,Electronics,Brandc,95.93,186.46,0.4855
P0733,BrandA Soon,Apparel,Brandc,121.39,218.05,0.4433
P0734,BrandC Apply,Personal care,Brandc,19.21,33.37,0.4243
P0735,BrandB Eat,Apparel,Branda,158.32,196.86,0.1958
P0736,BrandD Participant,Electronics,Brandc,48.13,62.18,0.226
P0737,BrandC Apply,Home & kitchen,Unknown,62.25,121.72,0.4886
P0738,BrandD Market,Electronics,Branda,135.44,203.31,0.3338
P0739,BrandB Fine,Electronics,Brandc,79.37,144.18,0.4495
P0740,BrandA Office,Personal care,Brandc,110.35,149.47,0.2617
P0741,BrandC Maybe,Personal care,Brandd,13.55,25.86,0.476
P0742,BrandB Goal,Home & kitchen,Branda,189.9,237.5,0.2004
P0743,BrandA Whatever,Electronics,Brandb,135.72,243.78,0.4433
P0744,BrandD Church,Electronics,Brandb,109.86,190.33,0.4228
P0745,BrandD Generation,Electronics,Brandb,9.63,16.81,0.4271
P0746,BrandA Clear,Electronics,Branda,15.58,28.27,0.4489
P0747,BrandA Development,Apparel,Brandc,84.49,127.24,0.336
P0748,BrandD Traditional,Personal care,Brandc,8.29,14.14,0.4137
P0749,BrandA Commercial,Electronics,Branda,141.67,165.09,0.1419
P0750,BrandA Thus,Home & kitchen,Brandc,123.28,166.84,0.2611
P0751,BrandD Receive,Personal care,Brandd,165.31,186.43,0.1133
P0752,BrandB Teacher,Apparel,Brandb,150.62,273.69,0.4497
P0753,BrandC Dinner,Apparel,Brandc,137.07,263.55,0.4799
P0754,BrandC Natural,Electronics,Brandb,29.03,32.06,0.0945
P0755,BrandD Ago,Electronics,Brandc,45.96,81.22,0.4341
P0756,BrandC Once,Apparel,Brandd,181.6,338.92,0.4642
P0757,BrandB Plant,Apparel,Brandb,48.05,88.95,0.4598
P0758,BrandB Film,Electronics,Brandb,135.84,218.78,0.3791
P0759,BrandA Summer,Personal care,Branda,61.68,71.59,0.1384
P0760,BrandA Create,Apparel,Brandd,190.55,270.85,0.2965
P0761,BrandB Around,Electronics,Brandc,125.81,240.31,0.4765
P0762,BrandC Opportunity,Personal care,Brandd,69.03,116.9,0.4095
P0763,BrandB Suddenly,Home & kitchen,Brandc,191.94,240.27,0.2011
P0764,BrandC Friend,Apparel,Brandb,143.88,241.25,0.4036
P0765,BrandC Blood,Home & kitchen,Unknown,137.52,192.31,0.2849
P0766,BrandD Room,Personal care,Brandd,74.95,103.05,0.2727
P0767,BrandA Market,Apparel,Branda,169.15,316.79,0.4661
P0768,BrandB Job,Apparel,Brandc,148.04,246.33,0.399
P0769,BrandA Specific,Electronics,Branda,163.47,264.99,0.3831
P0770,BrandB Piece,Electronics,Brandc,110.98,221.83,0.4997
P0771,BrandD Impact,Apparel,Brandc,81.54,155.11,0.4743
P0772,BrandC Fast,Apparel,Brandd,102.72,121.36,0.1536
P0773,BrandC Onto,Electronics,Brandb,170.36,311.06,0.4523
P0774,BrandB Star,Apparel,Brandd,36.05,58.03,0.3788
P0775,BrandB Far,Personal care,Brandc,12.88,22.99,0.4398
P0776,BrandB Scientist,Electronics,Brandc,77.04,87.71,0.1217
P0777,BrandB Hair,Home & kitchen,Brandd,96.59,145.77,0.3374
P0778,BrandA News,Electronics,Brandc,25.13,49.55,0.4928
P0779,BrandC Recently,Home & kitchen,Brandb,78.45,113.02,0.3059
P0780,BrandA Two,Home & kitchen,Brandd,194.67,253.19,0.2311
P0781,BrandD Notice,Home & kitchen,Brandc,99.94,153.3,0.3481
P0782,BrandA North,Apparel,Brandd,37.29,43.61,0.1449
P0783,BrandC Thus,Apparel,Brandb,41.45,59.11,0.2988
P0784,BrandA Player,Apparel,Brandd,163.18,285.28,0.428
P0785,BrandD Pressure,Personal care,Brandd,46.09,57.39,0.1969
P0786,BrandD Physical,Electronics,Brandb,13.41,21.67,0.3812
P0787,BrandB Some,Apparel,Branda,178.71,220.2,0.1884
P0788,BrandB Marriage,Home & kitchen,Brandb,105.74,154.9,0.3174
P0789,BrandA Lot,Home & kitchen,Branda,47.24,77.75,0.3924
P0790,BrandD Coach,Personal care,Brandb,47.78,70.22,0.3196
P0791,BrandB Key,Apparel,Brandc,37.71,64.75,0.4176
P0792,BrandD Benefit,Electronics,Brandb,78.75,96.0,0.1797
P0793,BrandA Mission,Apparel,Brandd,166.17,273.34,0.3921
P0794,BrandB Pm,Personal care,Branda,176.16,278.03,0.3664
